Sample,Rep,lLR,Eff,Pr,St,NC,TC,TotDNA,amtDNA,C1,C2,C3,C4,D1,D2,D3,D4,CSF1PO,D13S317,D16S539,D18S51,D19S433,D21S11,D2S1338,D3S1358,D5S818,D7S820,D8S1179,FGA,TH01,TPOX,VWA
43,3,14.7,0.837,likeLTD,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.145,1.79,0.57,1.17,0.958,1.84,1.55,1.15,-0.203,0.974,1.03,1.04,0.867,0.522,1.32
43,3,12.6,0.718,likeLTD,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.174,1.39,0.797,1.12,0.936,1.58,1.17,0.959,0.383,-0.917,0.835,1.09,1.14,0.678,1.28
43,3,12.8259218081494,0.668,EFM,Absent,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.197648989502419,2.1495760900017,0.543715612389129,0.532152639803149,0.582814569707368,2.15557825778405,1.5244493786444,0.392295045203544,0.212264166844845,0.721899729892529,0.484400609279613,1.14692405607467,0.266491240201545,1.04572226264393,0.869989160176488
43,3,13.5815360805614,0.773,EFM,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.490377069842743,1.77601118026935,0.925798639922986,0.534915397224115,0.930942900321137,1.57208154868239,1.47640075599866,0.521370506643506,0.345699461539312,1.25058417922432,0.627892174717797,0.963417774656184,0.456352490452727,0.369523351102226,1.34016864996395
43,3,12.3046901238113,0.701,EFM,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.526581767684594,1.41742079842345,0.76643875521071,0.536001286420837,0.780351610805255,1.38153974628283,1.33379413055535,0.498289810485668,0.341063724820031,1.03908572340434,0.613848791451028,0.77186402832497,0.639334301619907,0.413679607744551,1.24539604057779
44,4,14.4,0.75,likeLTD,Present,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.266,2.08,0.966,1.23,0.771,2.23,1.71,1.11,0.392,-1.59,0.834,1.5,0.868,1.19,0.865
44,4,13.0366111625578,0.679,EFM,Absent,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.281376423465541,2.05998513315081,0.827365955470772,0.676445273372878,0.423605580804699,2.08712468986867,1.82623142322612,0.632141026720864,0.247099000105421,-0.0932847267223163,0.507409660281029,0.985332447929768,0.623106213661249,0.95421323835944,0.99845982286286
44,4,14.0674650803775,0.733,EFM,Present,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.300185961251829,2.25602249622162,1.05470966236031,0.663511757204218,0.593525305974217,2.32102221435097,2.13850035276389,0.662185467037498,0.345865132570177,-0.226634353869038,0.496069108630202,0.826801021433788,0.5440578449172,0.9445641325465,1.14707897698415
44,4,15.2,0.792,likeLTD,Absent,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.449,2.17,0.903,1.13,0.514,2.29,1.76,1.21,0.439,-0.553,0.76,1.12,0.833,1.12,1.03
44,4,11.8945305075765,0.677,EFM,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.545896227696065,1.36722751168195,0.866185355156054,0.783417057009737,0.618587829065654,1.37019923200883,1.3647506921029,0.631604590068104,0.353089912942299,0.17580205133147,0.58319263482629,0.773206351755594,0.786746229069332,0.32384800532438,1.35077682753783
44,4,12.8817791753691,0.734,EFM,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.576563693191531,1.53645295640965,1.05092815429989,0.788539460758344,0.769194713887612,1.57543893108237,1.61849114433799,0.649322962460094,0.394568368705888,0.150701214483001,0.564516509536891,0.686731274625176,0.684152457731942,0.353720260697264,1.48245707316145
44,4,14.7,0.837,likeLTD,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.671,1.49,0.918,0.99,0.935,1.67,1.21,0.995,0.466,0.632,0.773,1.02,1.02,0.538,1.35
44,4,14.5,0.826,likeLTD,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.776,1.44,0.914,0.985,0.962,1.69,1.35,1,0.493,0.193,0.802,1.01,1.07,0.572,1.26
45,5,12,0.625,likeLTD,Absent,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.292,0.845,0.593,1.08,0.732,2.22,1.75,0.807,0.217,-0.285,0.727,0.5,0.642,1.11,0.818
45,5,11.6600046871157,0.607,EFM,Absent,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.415519708773742,1.32407820542494,0.383634297870925,0.781927881866062,0.577845940259041,2.11906897011375,1.57376772862291,0.415144198764944,0.135073542210795,0.602762872226439,0.364494262908734,0.762715513341495,0.319907223672487,1.07169590048311,0.812368440576329
45,5,11.8905925584173,0.619,EFM,Present,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.436359806170741,1.27084330476035,0.445107388948787,0.768106054960012,0.577987549558555,2.47780845306965,1.80332120871146,0.25498799759396,0.270425557715594,0.720041380604732,0.244742342681534,0.647794388192465,0.481354374188866,0.558029922921721,0.933682828338824
45,5,10.9,0.568,likeLTD,Present,2,B,500,166.66666666666666,C,B,NA,NA,2,1,NA,NA,0.449,0.479,0.752,1.11,0.749,2.32,1.56,0.992,0.369,-1.56,0.751,0.259,0.786,1.06,0.85
45,5,12.6,0.718,likeLTD,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.477,0.37,0.729,1.03,0.974,1.62,1.36,0.837,0.326,0.955,0.806,0.324,1.02,0.5,1.26
45,5,12,0.683,likeLTD,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.528,0.188,0.823,1.04,1.13,1.75,1.27,0.816,0.482,0.0723,0.734,0.217,1.07,0.529,1.32
45,5,12.3419728459749,0.703,EFM,Present,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.663305495393479,0.521555133731966,0.820102789678823,0.887433648492802,0.897416423657023,1.70589575110125,1.34310844345139,0.521172553698143,0.457120786927125,0.910042604184231,0.608526470901999,0.361186824304323,0.88349182551657,0.473393933440899,1.28822016149491
45,5,11.4483070362702,0.652,EFM,Absent,2,C,500,333.3333333333333,C,B,NA,NA,2,1,NA,NA,0.754716606376826,0.634604268866863,0.717196571128392,0.808741142034391,0.785757245164274,1.43896505738979,1.23983071027724,0.423322595309654,0.454446079959086,0.752224687120901,0.564735955682181,0.463271924216321,0.728148623909977,0.465590400882676,1.21675516795165
46,1,13.4,0.702,likeLTD,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.141,1.26,0.876,0.764,1.9,0.564,1.73,0.985,0.224,1.17,0.843,1.02,0.601,0.694,0.616
46,1,10.7,0.653,likeLTD,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.199,0.576,0.895,0.845,0.755,0.676,1.06,1.26,0.563,1.08,0.862,0.74,0.713,-0.0261,0.506
46,1,13.2,0.691,likeLTD,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.247,1.27,0.896,0.673,1.95,0.621,1.68,0.96,0.153,1.08,0.835,0.988,0.46,0.677,0.672
46,1,10.8,0.659,likeLTD,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.367,0.379,0.892,0.773,1.09,0.761,1.18,1.17,0.398,1.4,0.901,0.711,0.223,-0.0158,0.55
46,1,11.9154965288099,0.624,EFM,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.39250446612613,1.36378099503492,0.976149209726781,0.081578151335522,1.6325001295447,0.646530720733729,1.32768808752296,0.640799598543866,0.282741040104091,1.19595542077738,0.711534102066188,0.965591249754201,0.533483909739053,0.562941585003534,0.601717862796884
46,1,11.9886435411492,0.628,EFM,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.407666785161052,1.38399907462861,0.946450242086695,0.163514226434383,1.65313584911215,0.64641846339227,1.36326597842556,0.62827601785671,0.278890968172117,1.19051880219869,0.688113255871456,0.956951525129127,0.427933630276119,0.613423851633978,0.640084870770243
46,1,9.23593158668689,0.564,EFM,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.468754081810617,0.676276040306284,0.976216456177789,0.170549538325318,0.533094002887104,0.742507087233939,0.632255318774452,0.885784806803965,0.582027347584317,1.16949501762807,0.737887839011786,0.674065850816237,0.673810535121226,-0.138246419956475,0.451454084162265
46,1,9.3324419755744,0.57,EFM,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.493240851251471,0.702188828017598,0.960000569892901,0.253783049027926,0.556783898443292,0.741055523920381,0.675412393246393,0.873812840321878,0.578736809002065,1.15852824316207,0.719875582656089,0.65617031159455,0.569177286573251,-0.0967728064265816,0.49044859489111
47,2,13.4990953758118,0.707,EFM,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.456688369341445,0.833873932731781,1.0658105810436,0.642621085258374,1.83065381077841,0.926857997650102,1.68603332987598,0.630807212856308,0.431895815535359,1.54856748525191,0.205635806467916,0.742848747719994,0.609213984367914,1.19233786722905,0.695249349703665
47,2,13.0882044344916,0.685,EFM,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.47415751785122,0.803088589857797,0.991173889388725,0.688461958716767,1.77518121913511,0.856690954741378,1.65420695664749,0.563721488521129,0.406031829974731,1.53248326225417,0.196194429809985,0.75746857301229,0.512509987377972,1.14092526332451,0.735908513878343
47,2,10.8422608603702,0.662,EFM,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.531419955632257,0.137010380814351,1.07313659767677,0.745435926773087,0.710365821773267,1.01682604852098,1.00080101471202,0.879871488896488,0.729297966257274,1.51089258267248,0.245817196417612,0.469924531311772,0.736348083631709,0.510315951597274,0.544797313682864
47,2,10.4928157973561,0.641,EFM,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.539505245326233,0.16026300772132,1.01336075793219,0.75620638947733,0.650468071473505,0.951241309466532,0.991489982633887,0.841522898264498,0.694258047830314,1.46788589830471,0.298274403708771,0.470029269456104,0.644625023883415,0.440758714898924,0.572926776978324
47,2,10.6,0.647,likeLTD,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.54,0.221,1.03,0.862,0.721,0.985,1.04,1.05,0.724,0.78,0.329,0.434,0.959,0.52,0.454
47,2,13.5,0.707,likeLTD,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.547,0.695,1.02,0.81,1.82,0.844,1.72,0.834,0.301,1.41,0.329,0.722,0.648,1.12,0.637
47,2,14.1,0.738,likeLTD,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.56,0.759,1.06,0.748,1.89,0.95,1.78,0.9,0.42,1.43,0.259,0.682,0.779,1.24,0.652
47,2,10,0.611,likeLTD,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.58,-0.031,1.06,0.895,0.671,0.942,1.13,1.11,0.632,0.758,0.342,0.325,0.752,0.399,0.478
48,3,8.77,0.535,likeLTD,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.337,0.5,0.954,0.644,0.706,0.769,0.849,0.891,0.342,0.71,0.499,0.856,0.324,0.137,0.258
48,3,12.1,0.634,likeLTD,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.344,1.18,0.979,0.563,1.82,0.707,1.62,0.528,0.079,1.18,0.512,1.11,0.153,0.827,0.492
48,3,12.2,0.639,likeLTD,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.386,1.3,1.01,0.495,1.83,0.779,1.71,0.626,6.07e-6,1.21,0.515,1.09,0.193,0.706,0.372
48,3,8.74,0.534,likeLTD,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.391,0.538,1.03,0.63,0.742,0.835,1.02,0.844,0.283,0.597,0.546,0.671,0.267,0.0553,0.288
48,3,11.7660509999107,0.616,EFM,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.395925523992235,1.24592461668321,0.974252761409966,0.410373673945263,1.50230040627871,0.730588019766097,1.6760789493098,0.431914448671909,0.184262802956327,0.87214838156913,0.537906119026228,1.13824743406812,0.36231943015296,0.79163763983244,0.512170792248351
48,3,11.7947183407266,0.618,EFM,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.403063254800083,1.23787200440586,0.95724972514306,0.434597181516206,1.53041098957016,0.744546149040946,1.69618807547183,0.417221446366201,0.187543660441881,0.926566685698382,0.523991022687785,1.08895834143242,0.270533723901739,0.817081651829927,0.558894428420084
48,3,9.11124750891986,0.556,EFM,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.513363895717476,0.54800596683375,0.989586644485365,0.510105158954449,0.440634875454513,0.860674653133209,1.03329940575209,0.681865603234721,0.492860693399703,0.810765697632436,0.542865424713691,0.861153504472381,0.391475197456277,0.0608916309616266,0.373699156718179
48,3,9.17604994939674,0.56,EFM,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.53384315106729,0.534525645694341,0.981215307661076,0.512519409525627,0.448290584145941,0.85307468941852,1.01687544718325,0.686383429209833,0.488867844003142,0.857633114522868,0.542130892095255,0.827211369701725,0.377455986882003,0.115108482408032,0.400914595877843
49,4,11.4914164617788,0.602,EFM,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.334839942513516,1.12691372082845,0.974733559763502,0.308362244140601,1.31384831215948,0.808585045520147,1.56489197258645,0.192620187571086,0.323155916587247,1.22035975264005,0.625050394650986,0.819937259899692,0.45820785089382,0.800136991328559,0.619773310695196
49,4,11.7,0.613,likeLTD,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.34,1.07,0.934,0.475,1.4,0.852,1.54,0.358,0.265,0.903,0.779,0.79,0.497,0.868,0.579
49,4,11.4197020366456,0.598,EFM,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.340864140477816,1.1761684491508,0.950414587212558,0.330466055410517,1.33305507104757,0.769557263382608,1.45300462188646,0.199212874076686,0.317021954483726,1.2206530210103,0.613320888263174,0.834966296973517,0.441385011374362,0.801062968859441,0.638548833036107
49,4,9.16305026508129,0.559,EFM,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.398185930000461,0.404483116619289,0.991295488829487,0.379221585310345,0.209888989692629,0.929888157956551,1.14596647759991,0.484851199133481,0.62703743010553,1.20350173104327,0.699556183495527,0.514623526712888,0.568929880891472,0.130840608750265,0.474779958940191
49,4,12.1,0.634,likeLTD,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.408,1.1,1.02,0.376,1.33,0.934,1.7,0.295,0.332,1.22,0.852,0.735,0.481,0.74,0.613
49,4,9.11300315375671,0.556,EFM,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.411603171031772,0.446980406218352,0.978348037656114,0.408575037013612,0.223947909428718,0.880599320187791,1.0501655819468,0.475004645226125,0.615864296616696,1.21298449305726,0.696696771866196,0.514581010421534,0.54841377069322494,0.15559400663736,0.493644695755157
49,4,9.33,0.57,likeLTD,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.414,0.386,0.941,0.523,0.304,0.957,1.04,0.47,0.629,1.13,0.845,0.503,0.557,0.141,0.491
49,4,8.44,0.515,likeLTD,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.436,0.373,0.958,0.535,0.261,0.956,1.07,0.397,0.623,0.271,0.861,0.505,0.64,0.0931,0.468
50,5,13.3737964956344,0.7,EFM,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.320203112772675,1.30136298318871,1.08445171089602,0.79010610993411,1.92136963795298,0.57515834729779,1.55610060020684,0.60680142515399,0.468110174571665,1.31171335563891,0.359572841132094,0.818841014411516,0.656655982273612,0.881358114017771,0.721991086185734
50,5,10.4,0.635,likeLTD,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.341,0.621,0.987,0.894,0.549,0.497,1,1.3,0.772,0.393,0.825,0.544,0.845,0.233,0.609
50,5,14.1,0.738,likeLTD,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.342,1.33,0.958,0.863,1.69,0.407,1.68,0.99,0.46,1.45,0.616,0.871,0.683,0.966,0.78
50,5,12.9325039785439,0.677,EFM,Absent,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.352180701681378,1.36239364362659,0.987356605677767,0.793900572557928,1.74299565514578,0.566650357836513,1.5148915984399,0.545581801780205,0.428669633339702,1.29700572156179,0.327464334905175,0.832540375192356,0.485907800360637,0.948987853640467,0.745977322797689
50,5,14.4,0.754,likeLTD,Present,2,D,500,166.66666666666666,E,D,NA,NA,2,1,NA,NA,0.357,1.3,1.02,0.845,1.7,0.422,1.76,1.06,0.504,1.39,0.68,0.861,0.762,0.891,0.808
50,5,11.3,0.69,likeLTD,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.363,0.601,0.988,0.88,0.573,0.547,0.968,1.33,0.774,0.885,0.866,0.691,0.944,0.254,0.638
50,5,10.9812305006379,0.67,EFM,Present,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.389952582302019,0.555020742921929,1.10974242206461,0.909766266626353,0.830056957706496,0.646176939091653,0.901132453757927,0.897546041448091,0.757636230126118,1.28247001001354,0.601895436634275,0.57014395184373,0.783951981576726,0.170157009306071,0.57558147521835
50,5,10.6257908514802,0.649,EFM,Absent,2,E,500,333.3333333333333,E,D,NA,NA,2,1,NA,NA,0.430815518276317,0.612296160661352,1.05322321093399,0.893599684341432,0.662445109645103,0.616223105493512,0.888357127822066,0.840635293710561,0.722294077067876,1.25705903273256,0.598440590689858,0.56178394688737,0.645855779203657,0.233275784152217,0.6094864298623
471,1,1.58,0.0965,likeLTD,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0496,0.461,0.515,0.0391,-0.1,0.29,0.137,-0.0241,-0.00878,0.0584,0.0196,0.00606,0.199,-0.113,0.149
471,1,1.58,0.0965,likeLTD,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0445,0.455,0.508,0.0284,-0.0876,0.305,0.148,0.00648,-0.018,0.0383,-0.0107,-0.00952,0.219,-0.0905,0.13
471,1,2.09620599125916,0.128,EFM,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.0406240531847872,0.453525343708838,0.425211769601506,0.0979540950873739,-0.0951620091803974,0.518026452712096,0.21996995241382,0.0261564242951978,0.117710914938206,-0.181011656329616,0.168151088847135,-0.0856725205534528,0.249433476240718,-0.0298442168219561,0.171132823114905
471,1,2.09624174183698,0.128,EFM,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.0409314645816627,0.452368012881762,0.424859252798797,0.099348626418017,-0.0964315322330199,0.517779665234281,0.218915238143085,0.028510811968627,0.117613533816477,-0.179940217256615,0.167950982669431,-0.0856547182083126,0.248187592118215,-0.0306845623304069,0.172487591234984
471,1,15.6,0.817,likeLTD,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.742,1.86,0.779,0.79,1.52,1.15,2.04,1.1,0.438,1.49,0.185,0.499,0.684,1.26,1.06
471,1,15.6,0.817,likeLTD,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.748,1.87,0.779,0.8,1.54,1.14,2.04,1.05,0.455,1.52,0.205,0.465,0.676,1.25,1.06
471,1,16.3148137395255,0.854,EFM,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.788415440170965,1.72465813285694,0.908682848877823,0.964454124674425,1.87771298459983,1.14152436829237,2.05334977669327,0.978295165108232,0.544272889513497,1.80926884090508,0.144212750717365,0.456475692359399,0.784876236467964,1.28672190859314,0.851892579695221
471,1,16.3301177889583,0.855,EFM,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.791250766536778,1.72407653536287,0.909366554881188,0.965339979345112,1.87702058857834,1.14093174437606,2.05587759966103,0.981890906985969,0.544726096776459,1.81346350688376,0.145333968439813,0.461124347115811,0.782788299778209,1.28514518225959,0.851781711977275
472,2,0.388,0.0237,likeLTD,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.24,0.121,0.0472,-0.0562,-0.0641,0.16,0.00522,0.127,-0.0796,0.0676,-0.0308,-0.065,0.0477,-0.0796,-0.0513
472,2,0.745387561895138,0.0455,EFM,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.24247263311838,0.0696934776707854,0.227611532017839,-0.0572781653920223,-0.0551365242319544,0.0992646357214776,0.0678004939904326,0.102461837727299,0.0554349978763273,-0.219735782403525,0.033929957979201,-0.0592180493235818,0.231339479585032,-0.0251985773886842,0.0319456149481341
472,2,0.39,0.0238,likeLTD,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.268,0.141,0.068,-0.0742,-0.0866,0.18,3.31e-4,0.146,-0.11,0.0674,-0.0478,-0.0818,0.0671,-0.0944,-0.0528
472,2,1.43653365330972,0.0877,EFM,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.27900731732581,0.231609023461243,0.215805983180467,-0.0382704229080721,-0.124094742451211,0.520895484420589,0.14116871487876,0.170218396418734,-0.144388640474422,-0.0313223729682497,0.00924817400404371,-0.0234595571070349,0.160747855523887,0.004629483124354,0.0647389568808267
472,2,16.3,0.853,likeLTD,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.713,1.76,1.12,1.31,0.224,1.17,1.97,0.983,0.351,1.23,0.906,1.58,0.754,1.25,1.02
472,2,16.831555581706,0.881,EFM,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.739684747318494,1.82047351456855,1.17748985026604,1.34934894021156,0.049117864660732,1.10935451401923,2.05194255094701,0.893909694984809,0.0313658585249278,1.89118094221874,0.893768593691447,1.62223326309978,0.802644007179885,1.29071859957431,1.10832264044046
472,2,16.3,0.853,likeLTD,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.753,1.8,1.14,1.31,0.181,1.2,1.97,1.02,0.274,1.19,0.892,1.57,0.77,1.24,1.03
472,2,17.1668201528547,0.899,EFM,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.76830147869032706,1.83719996908959,1.1453308766922,1.33225884722743,0.149154202213603,1.23282391755543,2.00406682475297,1.04136367204295,0.213031918142077,1.82637510451862,0.89987441257637,1.60520417994183,0.782243203562115,1.27332613521504,1.05626541063412
473,3,14.4510659797678,0.757,EFM,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,-2.28454560181193,1.72123959114909,1.03606989223852,0.798066363471918,1.69864734835135,1.1585039514276,1.92122683162055,0.952171379936517,0.427457339668339,1.68292866004167,0.747615331285937,1.56811095200097,0.837852256336524,1.20197316410867,0.983748519942071
473,3,14.7510700462851,0.772,EFM,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,-1.81503282536469,1.75808061659657,1.05515976133544,0.699679473748814,1.7352577168373,0.786117951261742,1.93074726230986,1.02046094213744,0.47373302827523,1.7416548442921,0.875381383306153,1.54549740006041,0.777454079167681,1.18507515205631,0.981803260264743
473,3,15.3,0.801,likeLTD,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,-1.57,1.78,1.08,0.656,1.8,1.3,1.91,1.04,0.538,1.19,0.894,1.61,0.812,1.21,1.06
473,3,15.3,0.801,likeLTD,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,-1.55,1.79,1.1,0.645,1.78,1.28,1.92,1.04,0.524,1.18,0.885,1.6,0.847,1.22,1.05
473,3,1.43086281958186,0.0874,EFM,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0392790015573806,-0.0256360233100603,0.141647797169791,-0.0776619035780167,-0.0337693721944255,0.781321032948607,0.0650701669571975,0.51064703871021,0.0413990163848411,-0.0290149484575329,0.03424362314214,-0.0569421859388863,0.106860820588375,-0.0244560201122883,0.0364327788292871
473,3,0.146,0.00891,likeLTD,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0213,-0.0879,0.0292,-0.0298,-0.0491,0.339,-0.0135,0.0922,-0.0514,0.00313,-0.0203,-0.0443,0.0338,-0.0289,-0.0044
473,3,0.0919,0.00561,likeLTD,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0183,-0.071,0.0322,-0.0262,-0.0541,0.278,-0.00771,0.0878,-0.0529,-0.00703,-0.0495,-0.0391,0.0452,-0.0184,-0.00716
473,3,0.122579136756121,0.00748,EFM,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-1.8136685619757e-4,-0.0314581615571704,0.068831908288184,-0.0398726698471896,-0.0360012930883133,0.159420879156549,0.02104262179193,0.0459588375926902,0.0191949504959308,-0.058130206050507,-0.166524922111924,-0.0150071753551865,0.104151272089434,0.0235792471296272,0.0275752150782636
474,4,0.532,0.0325,likeLTD,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.0351,0.162,0.0861,0.321,-0.112,-0.105,-0.061,-0.382,0.182,-0.0521,0.272,-0.0815,0.227,-0.0427,0.153
474,4,0.321,0.0196,likeLTD,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,-0.028,0.139,0.101,0.306,-0.157,-0.0658,-0.078,-0.374,0.14,-0.113,0.206,-0.0566,0.207,-0.021,0.116
474,4,0.330527414188409,0.0202,EFM,Present,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.0365329431186679,0.103937692149852,0.0668141595074347,0.111826079861105,0.130856103632835,-0.0283879975659475,-0.172135307399504,-0.0869737009636105,0.0679261272200456,-0.0377714009404247,-0.19277016482386,-0.0255980987430645,0.153393384884223,0.042246740290616,0.160630853960041
474,4,1.0110117656436,0.0617,EFM,Absent,2,E,30,3,D,E,NA,NA,9,1,NA,NA,0.0546416732660153,0.0433245081800121,0.198006791483998,0.453960774030031,-0.0540334897099747,-0.08138294094718,0.0614510340622293,-0.342009692279492,0.146474423757106,0.00680450301708044,0.116997226507188,-0.0220833385091729,0.214121631344814,-0.00524355039808869,0.219982211839037
474,4,18.3,0.958,likeLTD,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.757,1.77,1.19,1.38,1.4,1.26,2.02,0.857,0.614,1.13,1.36,1.59,0.842,1.27,0.896
474,4,18.5,0.969,likeLTD,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.758,1.73,1.2,1.37,1.36,1.27,2.04,0.923,0.63,1.21,1.41,1.62,0.84,1.27,0.847
474,4,19.3303262809406,1.01,EFM,Present,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.789084070479683,1.86255831997288,1.1391643389845,1.33968915867036,1.84844784345531,1.25400477884822,2.00959823827973,1.04974676163071,0.552628355733842,1.83337156431735,0.908297070173569,1.60787225477523,0.777395860203805,1.28101040292385,1.0774572624915
474,4,18.9407691264089,0.992,EFM,Absent,2,D,30,27,D,E,NA,NA,9,1,NA,NA,0.808803318902105,1.74253989815542,1.17080420329002,1.25430346602039,1.72344489746599,1.28402547847603,2.05383272785783,0.842418704085587,0.49925349317786,1.87465836943347,0.967922735839469,1.64587068357412,0.762932355567137,1.29904592149182,1.01091287307162
