Sample,Rep,lLR,Eff,Pr,St,NC,TC,TotDNA,amtDNA,C1,C2,C3,C4,D1,D2,D3,D4,CSF1PO,D13S317,D16S539,D18S51,D19S433,D21S11,D2S1338,D3S1358,D5S818,D7S820,D8S1179,FGA,TH01,TPOX,VWA
163,3,2.96,0.154,likeLTD,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.181,-1.09,0.0636,0.873,0.215,0.479,1.36,-0.124,0.256,-0.0445,0.642,-0.534,0.16,0.391,0.497
163,3,3.28,0.171,likeLTD,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.178,-1.7,0.136,0.708,0.454,0.43,1.42,0.613,0.323,-0.094,0.538,-0.431,0.243,0.41,0.412
163,3,3.717560268,0.194,EFM,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.167496364,-1.125122635,0.085672407,0.990301577,0.055171516,0.83855597,1.262628775,-0.142263761,0.139333984,0.380956477,0.626403096,-0.58349523700000006,0.243456873,0.529598679,0.58385891
163,3,3.933399429,0.205,EFM,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.076967436,-1.856392381,0.184663964,0.728277427,0.169750605,0.895364354,1.221769547,0.864777819,0.139956395,0.41152076,0.501131432,-0.561704669,0.281587064,0.454635035,0.575029514
164,4,6.32,0.329,likeLTD,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.0586,1.03,0.433,-0.51,0.135,0.838,1.06,0.915,0.0354,0.0444,0.371,0.55,0.327,0.833,0.197
164,4,6.34,0.33,likeLTD,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.0717,1.08,0.396,-0.559,0.181,0.842,1.08,0.927,0.0285,0.071,0.346,0.585,0.338,0.821,0.135
164,4,7.141755543,0.372,EFM,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.102587973,1.215124483,0.43862896,-0.427656161,0.154791516,0.889058529,1.08959296,0.787135212,-0.01600246,0.55988034,0.371340777,0.631854854,0.273702975,0.840197533,0.231518051
164,4,7.141148487,0.372,EFM,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.102809553,1.218462785,0.437557847,-0.429064004,0.155345398,0.890185322,1.090198149,0.784398487,-0.015724674,0.559653759,0.371818407,0.632422648,0.271888166,0.839940235,0.23125641
165,5,3.69,0.192,likeLTD,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.206,0.716,0.283,0.442,0.179,0.871,-0.223,0.844,-0.0159,0.101,0.525,-0.0216,0.337,-0.689,0.546
165,5,3.7,0.193,likeLTD,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.17,0.667,0.293,0.423,0.136,0.872,-0.229,0.882,-0.00218,0.104,0.519,-0.0285,0.352,-0.644,0.526
165,5,3.242139953,0.169,EFM,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.0431224,1.039529049,0.227277212,0.578407554,-0.129358068,0.923946196,-0.285010021,0.768953902,0.010468246,-0.024398771,0.351629871,-0.370139723,0.211125714,-0.433388067,0.41621926
165,5,3.237312778,0.169,EFM,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.042954154,1.036129054,0.228041243,0.578875886,-0.12978422,0.923325581,-0.285545006,0.769785692,0.010144754,-0.024381504,0.351207963,-0.371536234,0.211801782,-0.43446327,0.416665211
191,1,5.51,0.287,likeLTD,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.308,2.01,0.34,0.431,0.488,-0.447,0.99,-0.141,-0.586,0.0621,0.415,-0.12,0.348,0.832,0.58
191,1,5.918884254,0.308,EFM,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.336612226,1.804337624,0.301883147,0.422011861,0.352928153,-0.442770985,0.950527434,0.099860997,-0.513090899,0.544893635,0.426870539,-0.067094955,0.244874378,0.843355408,0.61368569
191,1,6.24,0.325,likeLTD,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.337,2.08,0.376,0.456,0.583,-0.558,1.06,0.618,-0.807,0.0252,0.419,-0.228,0.434,0.869,0.574
191,1,6.367393281,0.332,EFM,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.377820421,1.881236265,0.333650211,0.41024231,0.376160701,-0.564320557,1.020829886,0.820187716,-0.629284702,0.570972101,0.462346594,-0.15445735,0.260787695,0.802597731,0.398624261
192,2,3.53,0.184,likeLTD,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.059,1.37,0.215,0.284,0.344,-0.265,0.826,0.629,-0.345,-0.116,0.231,-0.179,-0.0631,0.557,-0.0169
192,2,3.588484717,0.187,EFM,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.064976561,1.445421257,0.153409038,0.28545089,0.168270048,-0.193706608,0.51074992,0.593357999,-0.173190262,-0.212705867,0.187341696,-0.192809186,-0.024105222,0.853228366,0.122796088
192,2,3.57,0.186,likeLTD,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.0778,1.43,0.168,0.259,0.312,-0.224,0.712,0.648,-0.304,-0.0421,0.226,-0.176,-0.0501,0.528,-0.00383
192,2,3.467381952,0.181,EFM,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.150701427,1.602843084,0.159397267,0.273507408,0.181344969,-0.25707876,0.619225781,0.488286458,-0.183893998,-0.237816079,0.258389823,-0.207137781,-0.057866707,0.582333644,0.095145415
193,3,3.896869569,0.203,EFM,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.045284862,-0.599295912,0.195826975,0.625584896,-0.152691305,1.64449277,0.517998891,0.233023817,0.058150796,0.032112804,0.335839931,-0.379253405,0.302291687,0.576748352,0.46075441
193,3,4.695004834,0.245,EFM,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.073016466,-0.774123322,0.243455092,0.695520525,-0.176917203,1.652568093,0.569468602,0.953025866,0.063885804,-0.018053122,0.374628086,-0.384463194,0.346122098,0.569033433,0.507837608
193,3,4.35,0.227,likeLTD,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.108,-0.836,0.332,0.677,-0.271,1.91,0.854,-0.0212,0.0922,0.079,0.368,-0.281,0.447,0.47,0.414
193,3,5.26,0.274,likeLTD,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.144,-1.12,0.388,0.694,-0.449,2.03,0.961,0.898,0.027,0.0716,0.397,-0.268,0.536,0.49,0.451
194,4,7.7,0.401,likeLTD,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,-0.221,1.59,-0.224,0.558,-0.372,1.8,1.07,0.921,0.334,0.286,-0.286,0.588,0.632,0.556,0.473
194,4,7.441954895,0.388,EFM,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,-0.211576997,1.611166429,0.013391157,0.551566456,-0.188962303,1.638082161,1.19888586,0.909979018,0.151668407,-0.466084823,0.200033838,0.002881966,0.571982771,0.962023474,0.49691748
194,4,7.079171892,0.369,EFM,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,-0.198159682,1.668548795,0.03031259,0.521537211,-0.169461186,1.750846517,1.22772918,0.867309487,0.16562771,-0.485638998,-0.078422358,0.05629579,0.564094854,0.671166392,0.487385592
194,4,7.47,0.389,likeLTD,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,-0.0932,1.63,-0.187,0.514,-0.42,1.47,0.993,1.01,0.27,0.176,-0.0912,0.37,0.715,0.568,0.552
195,5,5.44,0.283,likeLTD,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.176,-0.333,-0.13,0.227,0.456,1.28,1.06,1.02,0.0636,0.037,0.504,-0.0442,0.217,0.42,0.498
195,5,5.44,0.283,likeLTD,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.179,-0.333,-0.107,0.22,0.468,1.28,1.08,0.985,0.0808,0.0301,0.519,-0.0457,0.157,0.407,0.517
195,5,5.380788996,0.28,EFM,Present,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.418818174,-0.428009677,-0.104546432,0.417259982,0.246842123,1.430281001,1.237793958,0.856127063,0.118558887,-0.052827674,0.459775078,-0.159968877,-0.059293975,0.495238417,0.504740949
195,5,5.387696506,0.281,EFM,Absent,2,B,100,20,C,B,NA,NA,4,1,NA,NA,0.419428616,-0.428997175,-0.104756538,0.415683184,0.247217649,1.432928608,1.237770116,0.855074868,0.119193395,-0.053516083,0.459633846,-0.159157702,-0.054872777,0.496722715,0.505343783
221,1,1.73,0.0901,likeLTD,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.112,-0.708,0.223,0.338,-0.0742,-0.145,1.36,0.355,-0.00363,0.0393,0.0417,-0.0629,0.047,0.169,0.269
221,1,1.72,0.0896,likeLTD,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.11,-0.747,0.24,0.341,-0.0654,-0.142,1.35,0.405,-0.0565,0.0368,0.0605,-0.0694,0.0751,0.136,0.271
221,1,2.414305553,0.126,EFM,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.034029122,-0.446157726,0.22422544,0.292277241,-0.030981038,-0.078222621,1.218517264,0.530857928,-0.138537676,0.376652382,0.219871886,-0.097582081,0.186880948,-0.053207421,0.243740149
221,1,2.419082321,0.126,EFM,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.033232051,-0.446660688,0.222665178,0.293449809,-0.031480035,-0.077334402,1.219225025,0.531461825,-0.137604195,0.375752902,0.219839515,-0.096525131,0.187012829,-0.051991256,0.244502998
222,2,0.598494241,0.0312,EFM,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.035019213,-0.127328122,-0.086198444,0.39104315,-0.027712264,0.300291538,-0.02231761,-0.108900542,0.203147131,-0.056958721,0.156621459,-0.027090967,-0.267579621,0.247243765,0.059252703
222,2,1.18,0.0615,likeLTD,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.00426,-0.693,-0.107,0.397,-0.386,0.59,0.0726,0.216,0.583,0.235,0.253,-0.0323,-0.321,0.47,-0.088
222,2,1.488746178,0.0775,EFM,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.029386739,-0.183977704,-0.123927734,0.298519027,-0.010956692,0.267009596,-0.009263599,0.20488398,0.111850761,-0.073527269,0.169347442,-0.060326613,-0.085558731,0.912483063,0.042803913
222,2,1.1,0.0573,likeLTD,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.0338,-0.816,-0.157,0.349,-0.491,0.662,0.103,0.313,0.605,0.134,0.284,-0.0414,-0.31,0.575,-0.144
223,3,1.52,0.0792,likeLTD,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.211,0.201,0.0393,0.126,0.675,0.578,0.123,0.61,-0.501,0.0883,-0.103,0.00445,-0.11,0.029,-0.0292
223,3,1.34,0.0698,likeLTD,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.0189,0.097,-0.0179,0.172,0.491,0.437,0.0312,0.508,-0.452,0.0872,0.217,-0.0617,-0.0816,-0.0262,-0.0443
223,3,1.00050068,0.0521,EFM,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.006961446,-0.003728795,-0.015519468,0.234881828,0.38833647,0.406557298,-0.072170828,0.279274884,-0.122635281,-0.099701654,0.076203678,-0.087194422,0.017820027,-0.064176556,0.055592054
223,3,0.997186737,0.0519,EFM,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.014292834,-0.030372497,-0.010088202,0.237893696,0.363795701,0.386088936,-0.0654192,0.278197737,-0.11158732,-0.093156367,0.073448496,-0.074919202,0.027138427,-0.066184855,0.068058553
224,4,2.98,0.155,likeLTD,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.136,1.53,0.0703,-0.0357,-0.0191,-0.015,1.19,0.0121,-0.0622,0.0467,0.184,-0.0473,0.0296,-0.0358,-0.00799
224,4,2.98,0.155,likeLTD,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.138,1.53,0.0735,-0.0362,0.0229,-0.0333,1.2,0.014,-0.0612,0.0469,0.121,-0.0279,-1.22e-4,-0.0319,0.0262
224,4,3.545388876,0.185,EFM,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.231936105,1.634863562,0.04943936,-0.013725256,0.015778757,-0.018506206,1.052760821,0.089051998,-0.095488246,0.508538977,0.101449087,-0.143531714,0.027669738,0.023318293,0.0818336
224,4,3.54602062,0.185,EFM,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,0.25060413,1.648797219,0.048158203,-0.026913271,0.012542717,-0.038537566,1.077693049,0.080215294,-0.114494764,0.542840693,0.104219049,-0.151087594,0.016824315,0.018330255,0.076828892
225,5,1.11,0.0578,likeLTD,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.0283,-0.0342,0.0724,-0.0244,-0.0328,-0.0506,1.28,0.101,-0.0445,-0.0207,0.00873,-0.0581,-0.027,-0.0374,0.0049
225,5,1.202729132,0.0626,EFM,Present,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.012996474,-0.050270569,0.007804875,0.001836374,0.01047076,-0.02549486,1.080947257,0.266393697,-0.041643227,-0.033131214,0.001617161,-0.024712556,0.009456436,-0.008832171,0.021283642
225,5,1.210710227,0.0631,EFM,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,-0.011066189,-0.050129595,0.006032581,-5.36e-4,0.014877672,-0.021476731,1.063177589,0.290927611,-0.041378817,-0.03623952,-0.005269683,-0.022806772,0.014426743,-0.011320567,0.021491789
225,5,1.16,0.0604,likeLTD,Absent,2,B,100,10,C,B,NA,NA,9,1,NA,NA,8.07e-4,-9.13e-4,0.0765,-0.0331,-0.0475,-0.0402,1.25,0.123,-0.0551,-0.013,-0.00268,-0.0433,-0.00649,-0.0479,0.00156
486,1,8.22,0.428,likeLTD,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.0194,1.17,0.0855,0.969,0.289,1.52,1.34,0.883,-0.359,-0.54,0.57,0.674,0.408,0.568,0.627
486,1,8.967980301,0.467,EFM,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.023653318,1.231607925,0.134596218,0.90374763,0.34183411,1.598614758,1.306589422,0.74968414,-0.243671063,0.088861251,0.525683767,0.681478232,0.370431982,0.626809421,0.628059189
486,1,7.23,0.377,likeLTD,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.0279,1.19,0.0455,1.15,0.296,1.36,1.31,0.777,-0.344,-1.56,0.439,0.719,0.592,0.632,0.593
486,1,9.150231792,0.477,EFM,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.061690604,1.331030351,0.092533845,0.91479209,0.348966275,1.568390353,1.433970545,0.754727024,-0.305689912,0.038623704,0.519360231,0.747812268,0.441008301,0.577121589,0.625894524
487,2,6.43,0.335,likeLTD,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.0772,1.04,0.0311,1.12,0.262,1.22,1.09,0.745,0.159,-2.11,0.573,0.54,0.52,0.67,0.652
487,2,8.16,0.425,likeLTD,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.0208,1.06,0.123,1.15,0.32,1.37,1.17,0.815,-0.0889,-0.573,0.557,0.54,0.452,0.595,0.696
487,2,8.952875311,0.466,EFM,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.041060268,1.205006682,0.215101521,1.007440556,0.334502542,1.506374696,1.166114094,0.699672512,-0.127849461,0.145448591,0.455393734,0.575294679,0.409167355,0.644360601,0.675786941
487,2,9.004153578,0.469,EFM,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.046335599,1.278589919,0.19191079,1.015201431,0.340926202,1.468193141,1.23915223,0.706410698,-0.127130441,0.083631144,0.445613631,0.575145441,0.477778056,0.58338538,0.679010356
488,3,-0.0447,-0.00233,likeLTD,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.27,-4,-0.363,0.742,0.6,0.445,0.691,0.778,0.37,-1.26,0.696,0.284,0.512,0.324,0.407
488,3,8.81,0.459,likeLTD,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.0547,0.978,0.252,1.1,0.275,1.63,1.52,0.81,-0.236,-0.323,0.568,0.601,0.419,0.585,0.681
488,3,9.311896095,0.485,EFM,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.044493339,1.085406838,0.251247846,1.025631053,0.36128827,1.619207132,1.406843159,0.727794652,-0.13382558,0.198877883,0.4863584,0.62992726,0.421093555,0.620046857,0.656492108
488,3,3.390889994,0.177,EFM,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.10452969,-3.663711645,0.304147627,0.282999561,0.180762923,0.916232753,1.693437694,0.489235343,-0.217914582,0.396016549,0.232639591,1.384898216,0.625631644,0.536575216,0.125409415
489,4,2.07,0.108,likeLTD,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.3,-2.82,-0.259,0.908,0.488,0.835,1.13,0.958,0.122,-0.993,0.219,-0.0976,1.23,0.184,0.47
489,4,8.62,0.449,likeLTD,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.155,1.14,0.201,1.09,0.324,1.48,1.53,0.735,-0.269,-0.341,0.585,0.629,0.391,0.571,0.698
489,4,9.115372496,0.475,EFM,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.118547881,1.229221383,0.215526442,1.00537512,0.326463625,1.569390608,1.438914625,0.676402202,-0.18749994,0.124189102,0.534441935,0.614172392,0.400563929,0.61671815,0.670040805
489,4,3.96839713,0.207,EFM,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.0126941,-3.027778546,-0.011046482,1.126965131,0.135227998,1.328343663,1.05169613,0.846475259,-0.05379887,0.265928978,0.473754759,0.491948208,0.436701911,0.330866533,0.560418358
490,5,9.584064212,0.499,EFM,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.056768981,2.208903122,0.764559488,-0.115912443,0.51337223,1.588102992,2.120675796,0.110721917,-0.351187055,0.050279811,-0.241013066,1.191471771,0.869002793,0.719381954,0.212473883
490,5,8.96,0.467,likeLTD,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,-0.0211,1.14,0.173,1.16,0.329,1.63,1.53,0.9,-0.407,-0.471,0.598,0.561,0.545,0.595,0.698
490,5,9.434080945,0.491,EFM,Absent,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.046957173,1.19527329,0.212643035,1.002253574,0.375788764,1.63568117,1.472155609,0.740017035,-0.192893217,0.129523206,0.457213686,0.579181016,0.511367705,0.617580256,0.651338642
490,5,10.4,0.542,likeLTD,Present,3,B,500,166.6666667,E,C,B,NA,1,1,1,NA,0.0604,1.4,0.367,1.15,0.803,1.91,2.06,0.983,-0.667,-0.568,0.582,0.356,0.74,0.491,0.748
491,1,9.337881812,0.486,EFM,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.217591967,1.376763654,0.524933141,0.48505267,0.509707432,1.803230085,1.327086929,0.782583299,0.065266808,0.330159683,0.488763492,-0.27239613,0.322672626,0.78782165,0.588644508
491,1,10.2,0.531,likeLTD,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.223,1.28,0.44,0.611,0.474,1.8,1.38,1.03,-0.131,0.678,0.713,-0.186,0.441,0.784,0.693
491,1,6.12,0.319,likeLTD,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.272,-2.86,0.61,0.27,0.603,1.2,1.99,0.635,0.0528,0.176,0.532,0.438,0.829,1.02,0.351
491,1,2.789782944,0.145,EFM,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.356630868,-4.590996977,0.562818044,0.142335224,0.406684003,1.398251954,1.366772942,0.499110386,0.05330633,0.492596063,0.39598455,0.128461267,0.380980404,0.956844859,0.240003029
492,2,10.26772811,0.535,EFM,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.116419385,1.401417635,0.709292985,0.778839474,0.56783845,1.913725083,1.410749874,0.807694512,0.094056697,0.393144591,0.374198007,0.126593632,0.274851982,0.806119464,0.492786339
492,2,11.5,0.599,likeLTD,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.176,1.27,0.713,0.985,0.501,1.89,1.67,1.08,-0.124,0.692,0.621,0.183,0.45,0.779,0.568
492,2,13.2,0.688,likeLTD,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.227,1.19,0.831,0.977,0.577,2.46,1.88,1.03,-0.155,0.378,0.978,0.752,0.731,0.62,0.675
492,2,11.65679325,0.607,EFM,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.267188757,1.463622778,0.761362919,0.800086239,0.637860933,2.258988232,1.533896708,0.53743248,0.222206442,0.330604455,0.540511823,0.496019045,0.503454685,0.665393458,0.638164299
493,3,9.08980509,0.473,EFM,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.234714855,1.413740022,0.6729415,0.625051901,0.48872918,1.75280738,0.928147218,0.664136611,0.12861093,0.110916943,0.55869409,0.065543821,0.165358836,0.758111502,0.522300301
493,3,10.00969695,0.521,EFM,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.310528387,1.498755469,0.732238799,0.444519312,0.479662165,2.177191511,0.934717516,0.758795675,0.181569673,-0.056406899,0.704594419,0.392397317,0.342575953,0.469679669,0.638877981
493,3,10.3,0.536,likeLTD,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.388,1.46,0.733,0.729,0.437,1.51,1.02,0.849,0.00349,0.536,0.73,0.298,0.247,0.721,0.62
493,3,11.7,0.609,likeLTD,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.441,1.6,0.913,0.603,0.397,2.01,1.23,0.931,-0.107,0.766,0.938,0.511,0.243,0.523,0.666
494,4,9.544667345,0.497,EFM,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.129743429,1.321078922,0.649458381,0.56220987,0.524176062,1.925885514,1.029427384,0.682739871,0.089415467,0.444923222,0.286478377,0.272431037,0.221844647,0.854323086,0.550532077
494,4,5.1,0.266,likeLTD,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.199,-3.66,0.453,0.441,0.793,1.1,1.15,0.503,0.165,0.139,0.753,1.01,0.906,0.88,0.273
494,4,10.9,0.568,likeLTD,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.226,1.13,0.621,0.896,0.486,1.88,1.15,0.964,-0.177,0.72,0.55,0.587,0.33,0.874,0.649
494,4,3.868534763,0.201,EFM,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.351769115,-5.142927723,0.542646527,0.479611501,0.441788066,1.770277234,1.264567757,0.830564899,0.049294932,0.414739129,0.623969839,0.749849224,0.491155744,0.634630431,0.366598089
495,5,9.439892966,0.492,EFM,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.247228531,1.532784938,0.653301577,0.587122159,0.548801957,1.874357607,1.256415931,0.710377445,0.042194729,0.277117297,0.461635586,-0.168475153,0.252470758,0.680162079,0.484397526
495,5,10.5,0.547,likeLTD,Absent,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.293,1.56,0.676,0.868,0.529,1.77,1.73,0.918,-0.344,0.589,0.707,-0.238,0.408,0.556,0.499
495,5,4.23174178,0.22,EFM,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.320165,-4.896635499,0.543135623,1.080963886,0.464636752,1.723973574,1.425184844,0.977353781,0.112827923,0.224774405,0.595355388,0.340704317,0.48606736,0.297932012,0.535302414
495,5,6.91,0.36,likeLTD,Present,3,B,500,166.6666667,C,B,H,NA,1,1,1,NA,0.537,-3.18,0.562,1.44,0.382,1.24,1.79,0.88,0.213,0.253,0.554,0.665,0.57,0.437,0.568
506,1,8.72,0.454,likeLTD,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.0749,1.94,0.0806,1.03,0.366,1.99,0.985,1.05,0.0769,-1.32,0.256,0.684,0.333,0.623,0.692
506,1,9.39,0.489,likeLTD,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.0132,1.28,0.19,1.03,0.258,1.82,1.25,1.07,-0.139,-0.1,0.378,0.808,0.18,0.808,0.575
506,1,8.180974007,0.426,EFM,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,0.015413611,1.291548694,0.095688969,0.863589403,0.244696281,1.528539958,0.778950102,0.550929405,-0.071207955,0.168105656,0.440378308,0.634974687,0.227824936,0.778042145,0.633499807
506,1,7.474937921,0.389,EFM,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,0.032016295,1.459437244,0.137606227,0.692167823,0.274158124,1.720886208,0.688292575,0.412248081,-0.030669038,0.106690126,0.307097807,0.615404742,0.163269192,0.257989717,0.638342798
507,2,8.69,0.453,likeLTD,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.396,1.43,0.405,1.14,0.814,2.06,0.943,0.796,-0.265,-1.16,0.714,0.62,0.283,0.646,0.651
507,2,9.49,0.494,likeLTD,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.098,1.46,0.307,1.14,-0.0328,2.42,1.11,0.636,-0.234,-0.143,0.536,0.743,0.188,0.721,0.737
507,2,8.094767696,0.422,EFM,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,0.046020092,1.243812597,0.113001099,0.916778138,0.255510998,1.748468125,0.806915881,0.355172317,-0.117855374,0.210534347,0.377116631,0.635197645,0.277570063,0.598085152,0.628439986
507,2,7.425745277,0.387,EFM,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,0.051417066,1.185761091,0.185502372,0.829038553,0.321035551,1.921172973,0.725777783,0.064584206,-0.073984882,0.160710376,0.234653703,0.574284627,0.311127124,0.311710209,0.622954524
508,3,8.85,0.461,likeLTD,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,0.0603,1.33,0.00284,1.26,0.188,1.82,0.786,0.814,-0.322,-0.327,0.557,0.715,0.547,0.795,0.626
508,3,8.05674223,0.42,EFM,Absent,3,B,500,100,E,C,B,NA,2,2,1,NA,0.073216021,1.233289002,0.061058218,0.988759043,0.247087832,1.566576089,0.713295717,0.476334256,-0.166218997,0.157382084,0.447923112,0.619971729,0.323724429,0.682811813,0.63153188
508,3,7.8,0.406,likeLTD,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,0.0846,1.34,-0.031,1.32,0.235,1.99,0.52,0.848,-0.153,-1.53,0.497,0.616,0.501,0.876,0.687
508,3,7.636820553,0.398,EFM,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,0.08930718,1.341411084,0.12737473,0.858208726,0.279876823,1.747846517,0.600727821,0.251579066,-0.099138601,0.153911189,0.310535684,0.610912919,0.398585887,0.315856638,0.649824891
509,4,7.224495005,0.376,EFM,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.102433111,1.260592203,0.077982912,0.646948401,0.303318152,1.595362537,0.894201879,0.163715342,-0.157609709,0.158191209,0.486003138,0.542052064,0.332745002,0.414045004,0.609379982
509,4,6.79,0.354,likeLTD,Present,3,B,500,100,E,C,B,NA,2,2,1,NA,-0.0525,1.07,-0.206,1.02,0.393,1.5,0.655,0.953,-0.0309,-1.49,0.398,0.729,0.525,0.662,0.668
